date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:17:10	56881/56881	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Dec%202023%2021:30:20%20GMT	https://solverwp.com/demo/html/nextpage/cat-fashion.html	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/cat-fashion.html	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:10	44172/44172	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Dec%202023%2021:30:20%20GMT	https://solverwp.com/demo/html/nextpage/cat-food.html	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/cat-food.html	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:10	14803/14803	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Dec%202023%2021:30:20%20GMT	https://solverwp.com/demo/html/nextpage/error.html	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/error.html	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:10	54730/54730	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Dec%202023%2021:30:20%20GMT	https://solverwp.com/demo/html/nextpage/author.html	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/author.html	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:11	49711/49711	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Dec%202023%2021:30:20%20GMT	https://solverwp.com/demo/html/nextpage/blog.html	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/blog.html	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:11	58548/58548	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Dec%202023%2021:30:20%20GMT	https://solverwp.com/demo/html/nextpage/blog-details.html	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/blog-details.html	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:11	49760/49760	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Dec%202023%2021:30:20%20GMT	https://solverwp.com/demo/html/nextpage/blog-left-sidebar.html	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/blog-left-sidebar.html	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:11	58537/58537	---MCZ	200	added ('OK')	text/html	date:Fri,%2001%20Dec%202023%2021:30:20%20GMT	https://solverwp.com/demo/html/nextpage/blog-details-2.html	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/blog-details-2.html	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:12	791772/791772	---M--	200	added ('OK')	image/png	etag:%22c14dc-656a506c-23728d;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/banner/1.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/banner/1.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:12	159282/159282	---M--	200	added ('OK')	image/png	etag:%2226e32-656a506c-2372ee;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/1.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/1.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:12	203630/203630	---M--	200	added ('OK')	image/png	etag:%2231b6e-656a506c-237304;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/3.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/3.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:12	202784/202784	---M--	200	added ('OK')	image/png	etag:%2231820-656a506c-2372f9;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/2.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/2.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:12	217232/217232	---M--	200	added ('OK')	image/png	etag:%2235090-656a506c-23730f;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/4.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/4.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:13	102884/102884	---M--	200	added ('OK')	image/png	etag:%22191e4-656a506c-237315;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/5.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/5.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:13	115828/115828	---M--	200	added ('OK')	image/png	etag:%221c474-656a506c-237316;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/6.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/6.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:13	22847/22847	---M--	200	added ('OK')	image/png	etag:%22593f-656a506c-23731d;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/list/1.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/list/1.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:13	128421/128421	---M--	200	added ('OK')	image/png	etag:%221f5a5-656a506c-237317;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/7.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/7.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:13	22896/22896	---M--	200	added ('OK')	image/png	etag:%225970-656a506c-237321;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/list/2.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/list/2.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:14	15335/15335	---M--	200	added ('OK')	image/png	etag:%223be7-656a506c-237322;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/list/3.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/list/3.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:14	17251/17251	---M--	200	added ('OK')	image/png	etag:%224363-656a506c-237323;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/list/4.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/list/4.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:14	20659/20659	---M--	200	added ('OK')	image/png	etag:%2250b3-656a506c-237324;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/list/5.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/list/5.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:14	182854/182854	---M--	200	added ('OK')	image/png	etag:%222ca46-656a506c-237318;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/8.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/8.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:15	88669/88669	---M--	200	added ('OK')	image/png	etag:%2215a5d-656a506c-237285;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/add/6.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/add/6.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:15	280335/280335	---M--	200	added ('OK')	image/png	etag:%224470f-656a506c-237319;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/9.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/9.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:15	115490/115490	---M--	200	added ('OK')	image/png	etag:%221c322-656a506c-2372ef;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/10.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/10.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:15	165861/165861	---M--	200	added ('OK')	image/png	etag:%22287e5-656a506c-2372f0;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/11.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/11.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:15	170276/170276	---M--	200	added ('OK')	image/png	etag:%2229924-656a506c-2372f1;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/12.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/12.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:16	126807/126807	---M--	200	added ('OK')	image/png	etag:%221ef57-656a506c-2372f2;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/13.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/13.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:16	195629/195629	---M--	200	added ('OK')	image/png	etag:%222fc2d-656a506c-2372f4;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/15.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/15.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:16	234239/234239	---M--	200	added ('OK')	image/png	etag:%22392ff-656a506c-2372f5;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/16.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/16.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:16	251414/251414	---M--	200	added ('OK')	image/png	etag:%223d616-656a506c-2372f6;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/17.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/17.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:17	283752/283752	---M--	200	added ('OK')	image/png	etag:%2245468-656a506c-2372f7;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/18.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/18.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:17	280623/280623	---M--	200	added ('OK')	image/png	etag:%224482f-656a506c-2372f8;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/19.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/19.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:17	172841/172841	---M--	200	added ('OK')	image/png	etag:%222a329-656a506c-2372fa;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/20.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/20.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:17	177143/177143	---M--	200	added ('OK')	image/png	etag:%222b3f7-656a506c-2372fb;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/21.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/21.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:17	200071/200071	---M--	200	added ('OK')	image/png	etag:%2230d87-656a506c-2372fc;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/22.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/22.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:18	516637/516637	---M--	200	added ('OK')	image/png	etag:%227e21d-656a506c-2372fd;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/23.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/23.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:18	651697/651697	---M--	200	added ('OK')	image/png	etag:%229f1b1-656a506c-237342;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/video/01.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/video/01.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:18	605526/605526	---M--	200	added ('OK')	image/png	etag:%2293d56-656a506c-237343;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/video/1.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/video/1.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:18	44227/44227	---M--	200	added ('OK')	image/png	etag:%22acc3-656a506c-237328;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/list/9.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/list/9.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:19	38737/38737	---M--	200	added ('OK')	image/png	etag:%229751-656a506c-23731e;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/list/10.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/list/10.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:19	22314/22314	---M--	200	added ('OK')	image/png	etag:%22572a-656a506c-23731f;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/list/11.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/list/11.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:19	31365/31365	---M--	200	added ('OK')	image/png	etag:%227a85-656a506c-237320;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/list/12.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/list/12.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:19	143699/143699	---M--	200	added ('OK')	image/png	etag:%2223153-656a506c-237281;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/add/2.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/add/2.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:20	677146/677146	---M--	200	added ('OK')	image/png	etag:%22a551a-656a506c-237349;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/video/7.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/video/7.png	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:20	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266ddccf5-4d7%22	https://solverwp.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/ducth/Desktop/web/solverwp.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:20	538555/538555	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22837bb-656a506c-23734c;br%22	https://solverwp.com/demo/html/nextpage/assets/js/vendor.js	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/js/vendor.js	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:20	6451/6451	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%221933-656a506c-23734b;br%22	https://solverwp.com/demo/html/nextpage/assets/js/main.js	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/js/main.js	(from https://solverwp.com/demo/html/nextpage/index.html)
20:17:46	127752/127752	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Sep%202024%2013:17:45%20GMT	https://solverwp.com/demo/html/nextpage/assets/img/ajax-loader.gif	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/ajax-loader.gif	(from https://solverwp.com/demo/html/nextpage/assets/css/vendor.css)
20:18:17	127747/127747	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Sep%202024%2013:18:16%20GMT	https://solverwp.com/demo/html/nextpage/assets/fonts/slick.eot	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/fonts/slick.3e.delayed	(from https://solverwp.com/demo/html/nextpage/assets/css/vendor.css)
20:18:18	127747/127747	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Sep%202024%2013:18:18%20GMT	https://solverwp.com/demo/html/nextpage/assets/fonts/slick.eot?	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/fonts/slick.3fd41d.delayed	(from https://solverwp.com/demo/html/nextpage/assets/css/vendor.css)
20:18:47	127749/127749	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Sep%202024%2013:18:46%20GMT	https://solverwp.com/demo/html/nextpage/assets/fonts/slick.svg	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/fonts/slick.svg	(from https://solverwp.com/demo/html/nextpage/assets/css/vendor.css)
20:19:14	127756/127756	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2012%20Sep%202024%2013:19:13%20GMT	https://solverwp.com/demo/html/nextpage/assets/css/owl.video.play.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/css/owl.video.play.41.delayed	(from https://solverwp.com/demo/html/nextpage/assets/css/vendor.css)
20:19:16	112916/112916	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221b914-656a506c-237279;br%22	https://solverwp.com/demo/html/nextpage/assets/fonts/line-awesome.eot?v=1.1.	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/fonts/line-awesomeeb4f.eot	(from https://solverwp.com/demo/html/nextpage/assets/css/vendor.css)
20:19:17	112916/112916	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221b914-656a506c-237279;br%22	https://solverwp.com/demo/html/nextpage/assets/fonts/line-awesome.eot??v=1.1.	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/fonts/line-awesome0176.eot	(from https://solverwp.com/demo/html/nextpage/assets/css/vendor.css)
20:19:18	45108/45108	---M--	200	added ('OK')	font/woff2	etag:%22b034-656a506c-23727d;;;%22	https://solverwp.com/demo/html/nextpage/assets/fonts/line-awesome.woff2?v=1.1.	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/fonts/line-awesomeeb4f.woff2	(from https://solverwp.com/demo/html/nextpage/assets/css/vendor.css)
20:19:19	57436/57436	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22e05c-656a506c-23727c;;;%22	https://solverwp.com/demo/html/nextpage/assets/fonts/line-awesome.woff?v=1.1.	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/fonts/line-awesomeeb4f.woff	(from https://solverwp.com/demo/html/nextpage/assets/css/vendor.css)
20:19:20	112728/112728	---MC-	200	added ('OK')	application/x-font-ttf	etag:W/%221b858-656a506c-23727b;br%22	https://solverwp.com/demo/html/nextpage/assets/fonts/line-awesome.ttf?v=1.1.	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/fonts/line-awesomeeb4f.ttf	(from https://solverwp.com/demo/html/nextpage/assets/css/vendor.css)
20:19:21	433695/433695	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2269e1f-656a506c-23727a;br%22	https://solverwp.com/demo/html/nextpage/assets/fonts/line-awesome.svg?v=1.1.	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/fonts/line-awesomeeb4f.svg	(from https://solverwp.com/demo/html/nextpage/assets/css/vendor.css)
20:19:22	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-656a506c-237273;br%22	https://solverwp.com/demo/html/nextpage/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/fonts/fontawesome-webfont3e6e.eot	(from https://solverwp.com/demo/html/nextpage/assets/css/vendor.css)
20:19:23	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-656a506c-237273;br%22	https://solverwp.com/demo/html/nextpage/assets/fonts/fontawesome-webfont.eot?	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/fonts/fontawesome-webfontd41d.eot	(from https://solverwp.com/demo/html/nextpage/assets/css/vendor.css)
20:19:24	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-656a506c-237277;;;%22	https://solverwp.com/demo/html/nextpage/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://solverwp.com/demo/html/nextpage/assets/css/vendor.css)
20:19:25	98024/98024	---MCZ	200	added ('OK')	application/font-woff	etag:W/%2217ee8-656a506c-237276;;;%22	https://solverwp.com/demo/html/nextpage/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/fonts/fontawesome-webfont3e6e.woff	(from https://solverwp.com/demo/html/nextpage/assets/css/vendor.css)
20:19:26	165548/165548	---MC-	200	added ('OK')	application/x-font-ttf	etag:W/%22286ac-656a506c-237275;br%22	https://solverwp.com/demo/html/nextpage/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://solverwp.com/demo/html/nextpage/assets/css/vendor.css)
20:19:27	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226c7db-656a506c-237274;br%22	https://solverwp.com/demo/html/nextpage/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/fonts/fontawesome-webfont3e6e.svg	(from https://solverwp.com/demo/html/nextpage/assets/css/vendor.css)
20:19:27	1565/1565	---M--	200	added ('OK')	image/png	etag:%2261d-656a506c-2372e9;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/logo-2.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/logo-2.png	(from https://solverwp.com/demo/html/nextpage/index-2.html)
20:19:29	1081716/1081716	---M--	200	added ('OK')	image/png	etag:%22108174-656a506c-2372fe;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/post/24.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/post/24.png	(from https://solverwp.com/demo/html/nextpage/index-2.html)
20:19:29	44501/44501	---M--	200	added ('OK')	image/png	etag:%22add5-656a506c-2372ae;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/category/9.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/category/9.png	(from https://solverwp.com/demo/html/nextpage/index-2.html)
20:19:30	42759/42759	---M--	200	added ('OK')	image/png	etag:%22a707-656a506c-2372a0;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/category/10.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/category/10.png	(from https://solverwp.com/demo/html/nextpage/index-2.html)
20:19:31	62251/62251	---M--	200	added ('OK')	image/png	etag:%22f32b-656a506c-2372a1;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/category/11.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/category/11.png	(from https://solverwp.com/demo/html/nextpage/index-2.html)
20:19:32	66579/66579	---M--	200	added ('OK')	image/png	etag:%2210413-656a506c-2372a2;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/category/12.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/category/12.png	(from https://solverwp.com/demo/html/nextpage/index-2.html)
20:19:32	650/650	---M--	200	added ('OK')	image/png	etag:%2228a-656a506c-2372a3;;;%22	https://solverwp.com/demo/html/nextpage/assets/img/category/13.png	C:/Users/ducth/Desktop/web/solverwp.com/demo/html/nextpage/assets/img/category/13.png	(from https://solverwp.com/demo/html/nextpage/index-2.html)
